Vendor Name,Vendor ID,Laptop Model Name,Laptop Model ID,Quoted Price (INR),Available Quantity,Delivery Time (Days),Specs Matching Score,Vendor Rating,Past Orders Count,Reliability Score,Vendor Email,Persona Role
Horizon Supplies,V-844,Inspiron-9073,M-3219,68032,97,6,0.94,5.0,218,0.81,novatech@traders.com,Gaming
Orion Technologies,V-273,Inspiron-9073,M-3219,74593,22,7,0.94,5.0,308,0.82,novatech@traders.com,Gaming
Horizon Supplies,V-772,Inspiron-9097,M-1413,116550,55,4,0.91,3.5,204,0.78,apex@vendor.com,Gaming
Galaxy Traders,V-718,Inspiron-9097,M-1413,105479,15,5,0.91,3.5,207,0.85,apex@vendor.com,Gaming
Zenith Suppliers,V-344,Inspiron-9194,M-9129,97354,62,6,0.85,3.9,358,0.8,novatech@supplies.com,Office
Elite Vendors,V-637,Inspiron-9194,M-9129,86337,90,6,0.85,3.6,378,0.83,novatech@supplies.com,Office
Zenith Suppliers,V-210,Inspiron-9368,M-4015,78395,92,5,0.89,3.5,307,0.84,horizon@systems.com,Gaming
Galaxy Traders,V-310,Inspiron-9368,M-4015,76259,51,2,0.89,3.7,446,0.9,horizon@systems.com,Gaming
Elite Vendors,V-803,Inspiron-9419,M-7547,134088,35,6,0.84,4.7,383,0.78,carpenter@retailers.com,Developer
Taylor-Myers,V-378,Inspiron-9419,M-7547,128380,68,6,0.84,4.5,412,0.84,carpenter@retailers.com,Developer
Orion Technologies,V-878,Inspiron-9448,M-6100,146536,47,5,0.86,3.5,293,0.8,brighttech@systems.com,Office
Zenith Suppliers,V-128,Inspiron-9448,M-6100,132608,23,4,0.86,4.2,449,0.86,brighttech@systems.com,Office
BrightTech Supplies,V-751,Inspiron-9541,M-2768,146072,80,7,0.91,4.5,493,0.86,starline@supplies.com,Office
NovaTech Systems,V-469,Inspiron-9541,M-2768,135948,31,6,0.91,4.2,462,0.82,starline@supplies.com,Office
Zenith Suppliers,V-767,Inspiron-9542,M-7183,115651,27,5,0.82,5.0,467,0.9,brighttech@suppliers.com,Developer
Orion Technologies,V-738,Inspiron-9542,M-7183,101564,77,5,0.82,5.0,412,0.89,brighttech@suppliers.com,Developer
Orion Technologies,V-224,Inspiron-9640,M-4353,60021,31,3,0.9,3.5,283,0.9,zenith@traders.com,Developer
NovaTech Systems,V-707,Inspiron-9640,M-4353,62821,47,7,0.9,3.5,496,0.9,zenith@traders.com,Developer
Apex Retailers,V-194,Inspiron-9654,M-4236,71473,11,6,0.93,4.1,494,0.82,galaxy@supplies.com,Office
Taylor-Myers,V-281,Inspiron-9654,M-4236,69622,52,6,0.93,3.9,359,0.83,galaxy@supplies.com,Office
Galaxy Traders,V-842,Inspiron-9765,M-5163,91316,50,2,0.9,3.5,213,0.78,novatech@traders.com,Business
Carpenter PLC,V-271,Inspiron-9765,M-5163,86445,50,6,0.9,3.5,346,0.78,novatech@traders.com,Business
Taylor-Myers,V-652,Inspiron-9846,M-7187,125187,78,7,0.81,5.0,280,0.84,starline@vendor.com,Developer
Apex Retailers,V-706,Inspiron-9846,M-7187,121285,91,4,0.81,4.6,268,0.81,starline@vendor.com,Developer
Orion Technologies,V-253,Inspiron-9916,M-6833,156342,87,3,0.83,4.5,363,0.83,carpenter@systems.com,Gaming
Starline Distributors,V-600,Inspiron-9916,M-6833,135415,55,6,0.83,4.2,478,0.85,carpenter@systems.com,Gaming
Elite Vendors,V-116,MacBook-1073,M-7244,125522,94,2,0.92,4.8,214,0.78,zenith@vendor.com,Student
Taylor-Myers,V-444,MacBook-1073,M-7244,145773,70,2,0.92,4.4,261,0.81,zenith@vendor.com,Student
Zenith Suppliers,V-791,MacBook-1242,M-1043,72369,23,5,0.91,4.3,342,0.83,elite@traders.com,Office
Apex Retailers,V-474,MacBook-1242,M-1043,75962,37,3,0.91,3.9,204,0.89,elite@traders.com,Office
Elite Vendors,V-613,MacBook-1277,M-7596,95957,11,2,0.81,3.6,247,0.8,taylor-myers@systems.com,Student
Starline Distributors,V-494,MacBook-1277,M-7596,90532,44,5,0.81,3.7,286,0.8,taylor-myers@systems.com,Student
Carpenter PLC,V-638,MacBook-1343,M-6267,134433,46,4,0.86,3.5,305,0.89,apex@supplies.com,Developer
BrightTech Supplies,V-918,MacBook-1343,M-6267,125622,91,7,0.86,3.5,217,0.86,apex@supplies.com,Developer
Galaxy Traders,V-402,MacBook-1413,M-4505,133416,97,5,0.89,4.7,379,0.81,carpenter@distributors.com,Gaming
Zenith Suppliers,V-723,MacBook-1413,M-4505,148938,64,6,0.89,4.7,220,0.79,carpenter@distributors.com,Gaming
Galaxy Traders,V-302,MacBook-1533,M-8695,123666,47,4,0.89,4.1,324,0.9,horizon@traders.com,Student
Apex Retailers,V-461,MacBook-1533,M-8695,120756,47,6,0.89,4.4,286,0.83,horizon@traders.com,Student
Carpenter PLC,V-271,MacBook-1583,M-7316,55545,61,2,0.82,4.5,306,0.87,elite@distributors.com,Developer
Zenith Suppliers,V-425,MacBook-1583,M-7316,57879,17,3,0.82,4.2,293,0.81,elite@distributors.com,Developer
Taylor-Myers,V-777,MacBook-1787,M-8523,103773,78,4,0.82,4.0,386,0.84,orion@supplies.com,Gaming
Carpenter PLC,V-195,MacBook-1787,M-8523,109128,28,5,0.82,4.6,428,0.82,orion@supplies.com,Gaming
Zenith Suppliers,V-759,MacBook-1900,M-3072,64018,80,3,0.81,3.7,309,0.86,taylor-myers@retailers.com,Student
Elite Vendors,V-693,MacBook-1900,M-3072,63892,88,4,0.81,3.7,418,0.85,taylor-myers@retailers.com,Student
Apex Retailers,V-858,MacBook-1922,M-9331,131388,57,7,0.88,3.6,293,0.87,brighttech@systems.com,Student
NovaTech Systems,V-439,MacBook-1922,M-9331,118916,88,2,0.88,3.6,315,0.84,brighttech@systems.com,Student
BrightTech Supplies,V-131,MacBook-1924,M-7995,107277,87,7,0.84,3.8,404,0.78,carpenter@traders.com,Student
Apex Retailers,V-588,MacBook-1924,M-7995,116839,37,6,0.84,3.5,274,0.78,carpenter@traders.com,Student
Taylor-Myers,V-146,MacBook-2133,M-1380,83776,86,2,0.9,4.1,479,0.86,elite@systems.com,Developer
Horizon Supplies,V-967,MacBook-2133,M-1380,97757,78,3,0.9,3.5,244,0.9,elite@systems.com,Developer
NovaTech Systems,V-363,MacBook-2446,M-6128,91141,14,4,0.93,4.9,324,0.87,orion@vendor.com,Office
Taylor-Myers,V-150,MacBook-2446,M-6128,92840,48,2,0.93,4.6,448,0.9,orion@vendor.com,Office
Taylor-Myers,V-291,MacBook-2591,M-2953,138897,92,3,0.94,3.5,250,0.83,brighttech@supplies.com,Student
Horizon Supplies,V-499,MacBook-2591,M-2953,152031,18,5,0.94,3.7,226,0.83,brighttech@supplies.com,Student
Galaxy Traders,V-953,MacBook-2664,M-1314,89487,29,2,0.85,4.1,423,0.8,orion@systems.com,Office
Zenith Suppliers,V-249,MacBook-2664,M-1314,87533,39,3,0.85,4.7,215,0.78,orion@systems.com,Office
NovaTech Systems,V-203,MacBook-2744,M-6716,74962,43,3,0.87,3.8,463,0.84,carpenter@retailers.com,Gaming
Apex Retailers,V-934,MacBook-2744,M-6716,84646,37,3,0.87,3.9,452,0.83,carpenter@retailers.com,Gaming
Galaxy Traders,V-247,MacBook-2934,M-5290,90815,88,5,0.9,5.0,364,0.86,apex@retailers.com,Office
Orion Technologies,V-398,MacBook-2934,M-5290,94247,23,6,0.9,4.8,286,0.85,apex@retailers.com,Office
Taylor-Myers,V-586,MacBook-3005,M-9094,90382,58,2,0.84,4.6,258,0.87,orion@retailers.com,Developer
Carpenter PLC,V-955,MacBook-3005,M-9094,89533,28,4,0.84,4.3,372,0.89,orion@retailers.com,Developer
Apex Retailers,V-521,MacBook-3079,M-6136,109453,74,3,0.87,4.5,240,0.9,novatech@retailers.com,Developer
Elite Vendors,V-733,MacBook-3079,M-6136,113186,17,5,0.87,4.5,253,0.9,novatech@retailers.com,Developer
Horizon Supplies,V-336,MacBook-3143,M-4494,142699,71,5,0.92,4.5,453,0.84,novatech@supplies.com,Developer
Orion Technologies,V-447,MacBook-3143,M-4494,147715,89,7,0.92,3.9,473,0.83,novatech@supplies.com,Developer
Horizon Supplies,V-416,MacBook-3254,M-3021,65491,48,5,0.91,3.7,235,0.78,carpenter@vendor.com,Business
Apex Retailers,V-122,MacBook-3254,M-3021,58437,81,5,0.91,3.5,406,0.84,carpenter@vendor.com,Business
Taylor-Myers,V-712,MacBook-3283,M-9971,77670,41,4,0.84,4.2,382,0.81,orion@systems.com,Gaming
Galaxy Traders,V-499,MacBook-3283,M-9971,71830,84,5,0.84,4.3,309,0.82,orion@systems.com,Gaming
Taylor-Myers,V-309,MacBook-3551,M-3872,95540,39,4,0.89,4.5,421,0.83,orion@retailers.com,Student
Galaxy Traders,V-290,MacBook-3551,M-3872,80761,85,6,0.89,4.7,404,0.82,orion@retailers.com,Student
Apex Retailers,V-535,MacBook-3697,M-4099,100447,99,6,0.85,4.8,384,0.89,orion@distributors.com,Student
Zenith Suppliers,V-588,MacBook-3697,M-4099,96898,65,3,0.85,4.1,325,0.9,orion@distributors.com,Student
Horizon Supplies,V-733,MacBook-3801,M-3107,114639,45,3,0.91,4.4,279,0.9,galaxy@traders.com,Business
Apex Retailers,V-182,MacBook-3801,M-3107,113909,43,6,0.91,4.4,265,0.9,galaxy@traders.com,Business
BrightTech Supplies,V-702,MacBook-3828,M-1433,153591,28,3,0.89,4.2,260,0.86,novatech@retailers.com,Developer
Taylor-Myers,V-482,MacBook-3828,M-1433,152102,34,3,0.89,3.7,296,0.78,novatech@retailers.com,Developer
Galaxy Traders,V-758,MacBook-3883,M-2520,49449,26,4,0.87,3.9,315,0.78,zenith@retailers.com,Business
Horizon Supplies,V-701,MacBook-3883,M-2520,52217,63,6,0.87,4.0,327,0.81,zenith@retailers.com,Business
Zenith Suppliers,V-396,MacBook-3889,M-1882,115030,57,4,0.9,4.2,458,0.84,starline@systems.com,Developer
BrightTech Supplies,V-776,MacBook-3889,M-1882,112704,36,6,0.9,5.0,216,0.9,starline@systems.com,Developer
Elite Vendors,V-943,MacBook-3980,M-2623,84220,78,6,0.81,5.0,327,0.86,carpenter@systems.com,Office
Taylor-Myers,V-760,MacBook-3980,M-2623,84990,18,2,0.81,4.2,434,0.85,carpenter@systems.com,Office
NovaTech Systems,V-957,MacBook-4172,M-4174,69476,21,4,0.82,3.9,256,0.83,galaxy@vendor.com,Gaming
BrightTech Supplies,V-997,MacBook-4172,M-4174,68486,58,2,0.82,4.0,469,0.86,galaxy@vendor.com,Gaming
Orion Technologies,V-879,MacBook-4211,M-7462,101226,44,2,0.93,4.0,413,0.83,brighttech@suppliers.com,Developer
Galaxy Traders,V-786,MacBook-4211,M-7462,104678,48,3,0.93,4.0,317,0.82,brighttech@suppliers.com,Developer
Zenith Suppliers,V-744,MacBook-4224,M-8616,124429,42,3,0.82,5.0,434,0.87,horizon@systems.com,Office
BrightTech Supplies,V-272,MacBook-4224,M-8616,110637,24,7,0.82,4.4,239,0.83,horizon@systems.com,Office
Taylor-Myers,V-748,MacBook-4287,M-4914,134500,51,6,0.82,4.9,269,0.84,galaxy@systems.com,Gaming
Carpenter PLC,V-725,MacBook-4287,M-4914,146864,35,5,0.82,4.0,280,0.83,galaxy@systems.com,Gaming
Starline Distributors,V-590,MacBook-4365,M-5176,72734,81,3,0.84,5.0,436,0.86,horizon@retailers.com,Student
Carpenter PLC,V-825,MacBook-4365,M-5176,71036,23,2,0.84,4.8,347,0.83,horizon@retailers.com,Student
NovaTech Systems,V-315,MacBook-4457,M-4004,77912,75,2,0.94,4.0,397,0.9,elite@suppliers.com,Business
Galaxy Traders,V-124,MacBook-4457,M-4004,77428,15,3,0.94,4.1,269,0.9,elite@suppliers.com,Business
Galaxy Traders,V-589,MacBook-4603,M-9761,73742,68,3,0.83,4.4,281,0.9,starline@retailers.com,Office
NovaTech Systems,V-134,MacBook-4603,M-9761,74304,32,2,0.83,4.2,377,0.89,starline@retailers.com,Office
Elite Vendors,V-891,MacBook-4733,M-8364,51731,62,2,0.83,4.6,398,0.84,orion@systems.com,Developer
BrightTech Supplies,V-974,MacBook-4733,M-8364,46178,88,3,0.83,4.7,439,0.85,orion@systems.com,Developer
Taylor-Myers,V-170,MacBook-4872,M-6999,89016,25,2,0.85,3.9,259,0.88,orion@suppliers.com,Office
Horizon Supplies,V-456,MacBook-4872,M-6999,87214,96,6,0.85,4.2,228,0.9,orion@suppliers.com,Office
BrightTech Supplies,V-258,MacBook-4944,M-3244,96441,71,3,0.83,4.9,229,0.78,orion@systems.com,Business
Starline Distributors,V-832,MacBook-4944,M-3244,100338,32,3,0.83,4.5,220,0.83,orion@systems.com,Business
Carpenter PLC,V-210,MacBook-4947,M-2379,125123,12,3,0.87,4.0,269,0.88,elite@systems.com,Business
BrightTech Supplies,V-483,MacBook-4947,M-2379,130620,26,2,0.87,3.5,354,0.9,elite@systems.com,Business
Starline Distributors,V-583,MacBook-5087,M-8971,54718,76,3,0.85,4.3,349,0.78,taylor-myers@supplies.com,Student
Horizon Supplies,V-536,MacBook-5087,M-8971,45786,99,3,0.85,4.6,361,0.84,taylor-myers@supplies.com,Student
Horizon Supplies,V-786,MacBook-5167,M-8265,83949,85,6,0.81,4.2,246,0.84,novatech@supplies.com,Gaming
Starline Distributors,V-552,MacBook-5167,M-8265,87018,83,7,0.81,3.9,419,0.87,novatech@supplies.com,Gaming
Orion Technologies,V-347,MacBook-5195,M-4488,98603,65,2,0.93,3.8,454,0.88,taylor-myers@vendor.com,Business
NovaTech Systems,V-226,MacBook-5195,M-4488,101192,37,6,0.93,3.7,262,0.88,taylor-myers@vendor.com,Business
Zenith Suppliers,V-579,MacBook-5280,M-9974,125610,81,2,0.81,4.9,385,0.88,carpenter@systems.com,Gaming
Orion Technologies,V-965,MacBook-5280,M-9974,129668,61,7,0.81,4.6,305,0.86,carpenter@systems.com,Gaming
Starline Distributors,V-254,MacBook-5322,M-6766,82780,66,2,0.89,3.8,445,0.78,apex@supplies.com,Office
Elite Vendors,V-294,MacBook-5322,M-6766,76094,29,4,0.89,3.7,358,0.81,apex@supplies.com,Office
Horizon Supplies,V-524,MacBook-5331,M-8966,136933,17,4,0.84,4.4,444,0.83,orion@supplies.com,Developer
BrightTech Supplies,V-124,MacBook-5331,M-8966,135484,23,2,0.84,4.5,299,0.83,orion@supplies.com,Developer
Horizon Supplies,V-112,MacBook-5377,M-4162,98722,76,2,0.8,5.0,313,0.78,apex@traders.com,Office
Taylor-Myers,V-602,MacBook-5377,M-4162,100876,70,3,0.8,4.9,242,0.8,apex@traders.com,Office
NovaTech Systems,V-306,MacBook-5614,M-2679,133403,66,6,0.91,4.6,413,0.84,elite@traders.com,Business
Starline Distributors,V-555,MacBook-5614,M-2679,132161,37,5,0.91,4.6,279,0.82,elite@traders.com,Business
Apex Retailers,V-432,MacBook-5723,M-2907,112082,16,2,0.91,4.7,382,0.86,elite@retailers.com,Business
Orion Technologies,V-175,MacBook-5723,M-2907,106146,32,6,0.91,4.3,292,0.9,elite@retailers.com,Business
Zenith Suppliers,V-263,MacBook-5764,M-3749,117124,54,6,0.95,3.5,458,0.81,brighttech@distributors.com,Office
Starline Distributors,V-234,MacBook-5764,M-3749,115611,60,7,0.95,4.0,413,0.81,brighttech@distributors.com,Office
Elite Vendors,V-680,MacBook-5773,M-8409,121127,56,2,0.8,3.6,393,0.84,zenith@systems.com,Developer
Horizon Supplies,V-483,MacBook-5773,M-8409,120139,59,4,0.8,3.5,483,0.79,zenith@systems.com,Developer
NovaTech Systems,V-260,MacBook-5816,M-9934,92125,23,6,0.94,4.3,458,0.82,apex@traders.com,Office
Carpenter PLC,V-248,MacBook-5816,M-9934,104006,42,4,0.94,4.1,490,0.81,apex@traders.com,Office
Zenith Suppliers,V-363,MacBook-5888,M-5990,156650,16,6,0.83,4.2,420,0.89,starline@retailers.com,Gaming
Galaxy Traders,V-149,MacBook-5888,M-5990,152610,10,6,0.83,4.1,400,0.88,starline@retailers.com,Gaming
Galaxy Traders,V-303,MacBook-5974,M-2413,103616,68,7,0.81,4.5,301,0.83,apex@distributors.com,Gaming
Horizon Supplies,V-733,MacBook-5974,M-2413,92164,61,3,0.81,4.7,296,0.85,apex@distributors.com,Gaming
NovaTech Systems,V-809,MacBook-6010,M-4441,127059,98,6,0.87,4.1,424,0.78,horizon@distributors.com,Student
Galaxy Traders,V-459,MacBook-6010,M-4441,129877,85,4,0.87,3.6,235,0.82,horizon@distributors.com,Student
Zenith Suppliers,V-552,MacBook-6122,M-4216,132235,98,5,0.82,4.3,310,0.83,elite@retailers.com,Office
Galaxy Traders,V-615,MacBook-6122,M-4216,118166,95,3,0.82,4.3,315,0.83,elite@retailers.com,Office
Carpenter PLC,V-410,MacBook-6158,M-5079,107002,33,6,0.81,3.8,222,0.82,starline@suppliers.com,Office
Taylor-Myers,V-913,MacBook-6158,M-5079,106270,62,2,0.81,4.4,252,0.9,starline@suppliers.com,Office
Elite Vendors,V-661,MacBook-6429,M-2672,53398,41,6,0.91,3.7,354,0.78,galaxy@retailers.com,Business
Orion Technologies,V-723,MacBook-6429,M-2672,57166,44,7,0.91,4.4,238,0.83,galaxy@retailers.com,Business
Orion Technologies,V-200,MacBook-6554,M-6786,114155,31,5,0.91,4.3,492,0.89,zenith@systems.com,Office
Apex Retailers,V-654,MacBook-6554,M-6786,116658,66,7,0.91,4.8,272,0.9,zenith@systems.com,Office
Carpenter PLC,V-805,MacBook-6603,M-5328,128483,56,4,0.88,4.6,466,0.83,galaxy@traders.com,Developer
BrightTech Supplies,V-735,MacBook-6603,M-5328,131999,77,2,0.88,4.6,231,0.78,galaxy@traders.com,Developer
Carpenter PLC,V-747,MacBook-6771,M-3876,53762,71,5,0.83,4.5,254,0.78,taylor-myers@traders.com,Developer
Apex Retailers,V-552,MacBook-6771,M-3876,45005,93,3,0.83,5.0,223,0.79,taylor-myers@traders.com,Developer
Carpenter PLC,V-482,MacBook-7047,M-6886,80187,80,2,0.95,5.0,293,0.88,novatech@systems.com,Developer
Galaxy Traders,V-415,MacBook-7047,M-6886,90681,26,2,0.95,4.6,275,0.79,novatech@systems.com,Developer
Taylor-Myers,V-449,MacBook-7210,M-4384,128945,62,3,0.91,3.5,341,0.85,brighttech@supplies.com,Gaming
Zenith Suppliers,V-662,MacBook-7210,M-4384,133515,66,2,0.91,3.5,485,0.8,brighttech@supplies.com,Gaming
Horizon Supplies,V-362,MacBook-7388,M-6742,118660,57,5,0.89,5.0,345,0.83,taylor-myers@systems.com,Student
Carpenter PLC,V-201,MacBook-7388,M-6742,113905,11,2,0.89,4.6,485,0.82,taylor-myers@systems.com,Student
Orion Technologies,V-318,MacBook-7405,M-6297,142253,81,4,0.84,5.0,286,0.81,zenith@traders.com,Student
Elite Vendors,V-325,MacBook-7405,M-6297,136898,95,4,0.84,4.5,464,0.78,zenith@traders.com,Student
Zenith Suppliers,V-912,MacBook-7408,M-4386,98441,12,5,0.82,4.0,464,0.85,novatech@systems.com,Gaming
Elite Vendors,V-137,MacBook-7408,M-4386,106107,85,3,0.82,4.5,217,0.83,novatech@systems.com,Gaming
Taylor-Myers,V-407,MacBook-7417,M-5844,148047,64,2,0.86,4.4,211,0.86,starline@suppliers.com,Developer
Elite Vendors,V-892,MacBook-7417,M-5844,130812,48,5,0.86,4.2,460,0.81,starline@suppliers.com,Developer
Galaxy Traders,V-663,MacBook-7430,M-9505,138119,82,2,0.8,3.5,263,0.78,zenith@systems.com,Office
Orion Technologies,V-597,MacBook-7430,M-9505,148847,46,5,0.8,3.9,342,0.78,zenith@systems.com,Office
Zenith Suppliers,V-615,MacBook-7587,M-4085,101203,57,6,0.88,4.9,379,0.81,brighttech@suppliers.com,Office
Elite Vendors,V-106,MacBook-7587,M-4085,94007,37,5,0.88,5.0,214,0.82,brighttech@suppliers.com,Office
NovaTech Systems,V-649,MacBook-7749,M-2327,117656,63,7,0.92,4.8,418,0.81,horizon@distributors.com,Student
Taylor-Myers,V-683,MacBook-7749,M-2327,118937,78,3,0.92,4.1,473,0.87,horizon@distributors.com,Student
Elite Vendors,V-333,MacBook-7806,M-5138,134017,20,6,0.87,3.5,307,0.78,starline@vendor.com,Business
Apex Retailers,V-741,MacBook-7806,M-5138,127802,85,6,0.87,3.5,451,0.78,starline@vendor.com,Business
Apex Retailers,V-324,MacBook-7890,M-2149,109474,24,2,0.88,4.9,268,0.79,carpenter@supplies.com,Student
NovaTech Systems,V-809,MacBook-7890,M-2149,115871,55,3,0.88,4.9,296,0.8,carpenter@supplies.com,Student
Apex Retailers,V-870,MacBook-8036,M-5716,110420,94,3,0.85,4.1,322,0.81,taylor-myers@systems.com,Business
BrightTech Supplies,V-112,MacBook-8036,M-5716,104736,69,4,0.85,4.0,498,0.8,taylor-myers@systems.com,Business
Zenith Suppliers,V-752,MacBook-8041,M-5360,95645,26,3,0.94,4.8,436,0.87,galaxy@distributors.com,Student
Taylor-Myers,V-997,MacBook-8041,M-5360,88420,41,7,0.94,5.0,431,0.8,galaxy@distributors.com,Student
Zenith Suppliers,V-184,MacBook-8134,M-8685,65478,88,2,0.92,3.5,355,0.78,galaxy@traders.com,Student
Taylor-Myers,V-154,MacBook-8134,M-8685,69528,20,7,0.92,3.8,295,0.79,galaxy@traders.com,Student
BrightTech Supplies,V-774,MacBook-8144,M-3229,98857,50,3,0.9,3.9,304,0.81,zenith@suppliers.com,Developer
Galaxy Traders,V-177,MacBook-8144,M-3229,98575,75,2,0.9,3.7,472,0.84,zenith@suppliers.com,Developer
Apex Retailers,V-489,MacBook-8170,M-8738,72711,21,3,0.86,4.7,230,0.9,orion@retailers.com,Developer
Elite Vendors,V-600,MacBook-8170,M-8738,61372,12,2,0.86,4.5,479,0.9,orion@retailers.com,Developer
Elite Vendors,V-667,MacBook-8196,M-1870,77168,14,2,0.93,4.0,443,0.81,novatech@retailers.com,Student
Starline Distributors,V-148,MacBook-8196,M-1870,80729,58,5,0.93,3.5,468,0.78,novatech@retailers.com,Student
Orion Technologies,V-105,MacBook-8219,M-3703,102193,57,4,0.81,4.2,290,0.89,apex@supplies.com,Student
Elite Vendors,V-113,MacBook-8219,M-3703,89881,83,5,0.81,4.1,448,0.9,apex@supplies.com,Student
NovaTech Systems,V-646,MacBook-8352,M-1344,93663,74,2,0.82,3.8,469,0.9,elite@distributors.com,Business
BrightTech Supplies,V-610,MacBook-8352,M-1344,104607,68,2,0.82,4.3,441,0.9,elite@distributors.com,Business
Zenith Suppliers,V-599,MacBook-8408,M-2929,96497,86,7,0.87,4.3,223,0.85,starline@suppliers.com,Developer
Orion Technologies,V-727,MacBook-8408,M-2929,111425,78,4,0.87,5.0,373,0.8,starline@suppliers.com,Developer
Horizon Supplies,V-280,MacBook-8553,M-9016,56280,30,2,0.82,4.3,284,0.82,galaxy@distributors.com,Gaming
Zenith Suppliers,V-331,MacBook-8553,M-9016,46431,40,7,0.82,4.7,454,0.82,galaxy@distributors.com,Gaming
Apex Retailers,V-953,MacBook-8660,M-1865,103803,92,7,0.93,4.6,254,0.85,brighttech@traders.com,Developer
Horizon Supplies,V-249,MacBook-8660,M-1865,102551,60,6,0.93,4.5,476,0.79,brighttech@traders.com,Developer
Elite Vendors,V-167,MacBook-8807,M-6500,155183,97,4,0.83,4.2,396,0.9,orion@traders.com,Developer
Horizon Supplies,V-463,MacBook-8807,M-6500,139656,83,5,0.83,5.0,362,0.9,orion@traders.com,Developer
Galaxy Traders,V-812,MacBook-8835,M-3774,106915,92,4,0.95,4.5,444,0.78,apex@supplies.com,Developer
Taylor-Myers,V-769,MacBook-8835,M-3774,118479,72,7,0.95,4.1,480,0.87,apex@supplies.com,Developer
Elite Vendors,V-694,MacBook-8868,M-5803,70666,71,5,0.9,3.7,265,0.9,horizon@supplies.com,Student
Starline Distributors,V-769,MacBook-8868,M-5803,70755,44,4,0.9,3.9,468,0.85,horizon@supplies.com,Student
Starline Distributors,V-546,MacBook-8910,M-3127,72616,58,3,0.83,4.3,449,0.9,elite@suppliers.com,Business
BrightTech Supplies,V-469,MacBook-8910,M-3127,67755,83,2,0.83,4.0,342,0.9,elite@suppliers.com,Business
Taylor-Myers,V-619,MacBook-9040,M-4441,61022,74,5,0.93,4.5,347,0.86,horizon@traders.com,Gaming
Orion Technologies,V-554,MacBook-9040,M-4441,52523,87,3,0.93,4.5,268,0.9,horizon@traders.com,Gaming
BrightTech Supplies,V-338,MacBook-9191,M-6766,64049,89,5,0.85,4.2,436,0.86,taylor-myers@traders.com,Office
Zenith Suppliers,V-627,MacBook-9191,M-6766,65682,70,7,0.85,3.8,222,0.89,taylor-myers@traders.com,Office
Orion Technologies,V-769,MacBook-9209,M-7605,147555,64,2,0.87,3.8,424,0.87,elite@suppliers.com,Student
BrightTech Supplies,V-879,MacBook-9209,M-7605,152002,68,7,0.87,4.0,246,0.85,elite@suppliers.com,Student
BrightTech Supplies,V-112,MacBook-9315,M-1831,117685,75,3,0.9,4.6,334,0.8,starline@systems.com,Gaming
Carpenter PLC,V-318,MacBook-9315,M-1831,116646,22,4,0.9,4.3,338,0.86,starline@systems.com,Gaming
Carpenter PLC,V-488,MacBook-9316,M-6746,131039,76,7,0.87,3.6,335,0.88,taylor-myers@retailers.com,Gaming
BrightTech Supplies,V-320,MacBook-9316,M-6746,129314,26,6,0.87,3.5,426,0.83,taylor-myers@retailers.com,Gaming
BrightTech Supplies,V-687,MacBook-9607,M-9518,116611,88,5,0.89,4.6,489,0.82,carpenter@vendor.com,Developer
Zenith Suppliers,V-920,MacBook-9607,M-9518,104363,41,5,0.89,5.0,358,0.81,carpenter@vendor.com,Developer
Apex Retailers,V-930,MacBook-9738,M-1440,87713,29,4,0.9,3.9,332,0.8,carpenter@distributors.com,Office
Starline Distributors,V-679,MacBook-9738,M-1440,94696,54,5,0.9,4.5,385,0.8,carpenter@distributors.com,Office
Zenith Suppliers,V-879,MacBook-9926,M-1240,68497,28,7,0.88,3.7,392,0.9,carpenter@vendor.com,Student
Galaxy Traders,V-617,MacBook-9926,M-1240,75534,46,5,0.88,4.3,213,0.86,carpenter@vendor.com,Student
Taylor-Myers,V-480,Pavilion-1117,M-9273,85792,99,6,0.89,4.5,403,0.79,galaxy@traders.com,Gaming
Elite Vendors,V-539,Pavilion-1117,M-9273,98409,14,7,0.89,4.7,484,0.86,galaxy@traders.com,Gaming
Orion Technologies,V-707,Pavilion-1134,M-4783,127719,31,2,0.89,4.9,230,0.83,zenith@distributors.com,Developer
Elite Vendors,V-739,Pavilion-1134,M-4783,125026,97,3,0.89,4.6,326,0.81,zenith@distributors.com,Developer
NovaTech Systems,V-836,Pavilion-1204,M-3337,129969,23,4,0.92,3.5,432,0.85,zenith@systems.com,Student
BrightTech Supplies,V-477,Pavilion-1204,M-3337,130472,32,3,0.92,4.0,318,0.83,zenith@systems.com,Student
BrightTech Supplies,V-250,Pavilion-1284,M-8416,132849,64,4,0.82,3.5,296,0.81,horizon@distributors.com,Student
Galaxy Traders,V-395,Pavilion-1284,M-8416,119101,46,5,0.82,4.1,460,0.87,horizon@distributors.com,Student
Taylor-Myers,V-129,Pavilion-1311,M-7724,112276,39,5,0.92,5.0,338,0.89,elite@traders.com,Business
BrightTech Supplies,V-423,Pavilion-1311,M-7724,117916,26,6,0.92,5.0,207,0.88,elite@traders.com,Business
Galaxy Traders,V-557,Pavilion-1381,M-2394,131500,66,5,0.82,3.8,295,0.8,carpenter@distributors.com,Business
Orion Technologies,V-312,Pavilion-1381,M-2394,112087,63,4,0.82,3.6,473,0.84,carpenter@distributors.com,Business
Orion Technologies,V-156,Pavilion-1431,M-7982,146713,44,5,0.87,4.6,357,0.86,taylor-myers@suppliers.com,Office
